player_id,name,team,status,reason,source_url,secondary_url
8476448,William Karlsson,VGK,ltir,"Wrist; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8473419,Brad Marchand,FLA,ltir,"August hip surgery; on LTIR to open the season, out until at least Oct 10.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8484144,Connor Bedard,CHI,out,"Shoulder surgery Jul 8; expected back in early November (out until at least Nov 7).",https://www.cbssports.com/nhl/injuries/,https://dobberhockey.com/2026/08/19/injury-ward-offseason-updates-on-marchand-terry-jarvis-mccann-matthews-more/
8478007,Elvis Merzlikins,CBJ,out,"Shoulder surgery in August; no team timetable, out until at least Oct 31.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8479406,Filip Gustavsson,MIN,injured,"Offseason hip surgery; opening night in doubt, no timeline.",https://www.cbssports.com/nhl/injuries/,https://dobberhockey.com/2026/08/19/injury-ward-offseason-updates-on-marchand-terry-jarvis-mccann-matthews-more/
8476456,Jonathan Huberdeau,CGY,ir,"Hip; on IR, misses the start of the season, out until at least Oct 8.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8483512,Matt Savoie,EDM,out,"Ruled out for training camp; team expects him back late October (out until at least Oct 20).",https://heavy.com/sports/nhl/edmonton-oilers/oilers-confirm-troubling-injury-update-andersen/,https://www.cbssports.com/nhl/injuries/
8478873,Troy Terry,ANA,out,"Hip surgery Jun 9; expected back mid-to-late November (out until at least Nov 15).",https://www.cbssports.com/nhl/injuries/,https://dobberhockey.com/2026/08/19/injury-ward-offseason-updates-on-marchand-terry-jarvis-mccann-matthews-more/
8479325,Charlie McAvoy,BOS,suspended,"Suspended 6 games to open the season (slashing); out until Oct 13. Healthy.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8482092,Ridly Greig,OTT,suspended,"Suspended 2 games to open the season.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8477942,Kevin Fiala,LAK,ir,"Leg procedure; on IR, misses the start of camp, return timeline undetermined.",https://www.nhl.com/news/kings-kevin-fiala-to-miss-start-of-training-camp-after-procedure-for-leg-injury,https://puckpedia.com/injuries
8482093,Seth Jarvis,CAR,out,"Shoulder surgery after the Cup run, 4-to-6 months; misses the start, out until at least Dec 26.",https://www.cbssports.com/nhl/injuries/,https://dobberhockey.com/2026/08/19/injury-ward-offseason-updates-on-marchand-terry-jarvis-mccann-matthews-more/
8475690,Chris Tanev,TOR,ltir,"Abdomen (core surgery ended 2025-26); on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8478859,Niko Mikkola,FLA,ltir,"Knee; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8484795,Tij Iginla,UTA,day_to_day,"Undisclosed; day-to-day. AHL-eligible rookie.",https://puckpedia.com/injuries,
8480068,Ryan Poehling,ANA,day_to_day,"Upper body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8481563,Drew Helleson,ANA,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8475324,Nick Jensen,ANA,ir,"Knee; on IR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8480762,Eric Robinson,CAR,day_to_day,"Knee; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8476923,Damon Severson,CBJ,out,"Shoulder; week-to-week, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8481716,Dmitri Voronkov,CBJ,day_to_day,"Hand; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8477810,Joel Hanley,CGY,day_to_day,"Upper body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8484783,Artyom Levshunov,CHI,day_to_day,"Hand; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8480831,Alec Regula,EDM,out,"Undisclosed; week-to-week.",https://puckpedia.com/injuries,
8477406,Mattias Janmark,EDM,ltir,"Undisclosed; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8474593,Jacob Markstrom,FLA,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8477935,Sam Bennett,FLA,day_to_day,"Lower body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8477409,Carter Verhaeghe,FLA,day_to_day,"Lower body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8477495,Seth Jones,FLA,day_to_day,"Foot; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8475179,Dmitry Kulikov,FLA,day_to_day,"Finger; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8475462,Radko Gudas,FLA,day_to_day,"Ankle; probable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8484304,Uvis Balinskis,FLA,day_to_day,"Foot; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8479981,Jonah Gadjovich,FLA,ltir,"Upper body; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8484163,Jakub Dvorak,LAK,day_to_day,"Upper body; day-to-day.",https://puckpedia.com/injuries,
8481721,Arseny Gritsyuk,NJD,day_to_day,"Upper body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8478542,Evan Rodrigues,NJD,ltir,"Finger; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8478399,Jonas Siegenthaler,NJD,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8482684,Luke Hughes,NJD,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8476474,Stefan Noesen,NJD,ltir,"Knee; on LTIR, out until at least Oct 15.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8483441,Quinn Finley,NYI,day_to_day,"Shoulder; day-to-day.",https://puckpedia.com/injuries,
8482460,Matt Rempe,NYR,ir,"Thumb; on IR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8480220,Noah Cates,PHI,day_to_day,"Foot; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8480015,Owen Tippett,PHI,day_to_day,"Abdomen; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8484763,Leo Sahlin Wallenius,SJS,day_to_day,"Undisclosed; day-to-day.",https://puckpedia.com/injuries,
8483666,Mattias Havelid,SJS,day_to_day,"Upper body; day-to-day.",https://puckpedia.com/injuries,
8484792,Adam Jecho,STL,out,"Personal; month-to-month.",https://puckpedia.com/injuries,
8478057,Dakota Joshua,TOR,day_to_day,"Upper body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8479772,Zack MacEwen,TOR,ltir,"Knee; on LTIR, questionable for opening night.",https://puckpedia.com/injuries,https://www.cbssports.com/nhl/injuries/
8485387,Caleb Desnoyers,UTA,day_to_day,"Leg; day-to-day.",https://puckpedia.com/injuries,
8483475,Topias Leinonen,BUF,out,"Lower body; week-to-week.",https://puckpedia.com/injuries,
8480145,Neal Pionk,WPG,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8480113,Alex Iafallo,WPG,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8480289,Morgan Barron,WPG,day_to_day,"Lower body; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8476480,Vladislav Namestnikov,WPG,day_to_day,"Undisclosed; questionable for opening night.",https://www.cbssports.com/nhl/injuries/,https://puckpedia.com/injuries
8483510,Elias Salomonsson,WPG,out,"Shoulder; month-to-month.",https://puckpedia.com/injuries,
